Title,Content,Poetry Collection,URL,Writer
Gửi chị,"Chị ạ! mùa đông lại trở về
quê mình giá rét buốt sơn khê
đường thôn ngập ướt bàn chân khổ
em biết chị về không nón che

Tuổi chị em đong bằng tóc rụng
bốn mươi rồi... bãi vắng sông quê
đò ngang lạnh sóng ngày xưa ấy
bến lở hoàng hôn cuộc hẹn thề

Chị rót cho cha từng giấc ngủ
chị dành cho mẹ những nâng niu
lúa xanh xanh biếc từng hơi thở
của chị chăm nom những sớm chiều

Chị gom mưa nắng về đan áo
kết tuổi mình lên những cánh hoa
mộc mạc thơm lừng hoa hiếu thảo
đêm về thao thức bóng trăng xa

Thương em chị gửi nhiều thương nhớ
nước mắt nhòe trên những cánh thư
chị bảo: mẹ cha thường vẫn nhắc
- ""Cái thằng nó khổ... biết khi mô...""

Khuyên em hãy nhớ luôn gìn giữ
sức khỏe và đừng lo nghĩ chi
cha mẹ sớm hôm còn có chị
cái nghèo thì cũng đã lâu ni...

Nhớ chiều rưng rức tiễn em đi
gió bụi đâu ngăn nỗi hẹn thề
chị ạ! một ngày tươi sáng dậy
em về cùng dạo khúc thương quê.",Chạp qua sông vắng,https://www.thivien.net/Nguy%E1%BB%85n-L%C3%A3m-Th%E1%BA%AFng/G%E1%BB%ADi-ch%E1%BB%8B/poem-0vI18NU4MilhCAUmy4ynuw,Nguyễn Lãm Thắng Lam Thuỵ
Gửi Mỵ Châu,"Máu tình si hóa ngọc châu
Gót tình si nhuộm trắng màu biển xanh
Nhịp tim dậy đất Thậm Thình
Thuỷ chung thế... sao đoạn đành... tình ơi!

Ngược dòng huyết lệ đầy vơi
Nhát gươm rớm máu trò chơi nỏ thần
Bội tình dò lối mỹ nhân
Gieo chi lông ngỗng... quặn lòng giếng khơi.",Chạp qua sông vắng,https://www.thivien.net/Nguy%E1%BB%85n-L%C3%A3m-Th%E1%BA%AFng/G%E1%BB%ADi-M%E1%BB%B5-Ch%C3%A2u/poem-WNZ93r5sh6tqp3di6Os-TA,Nguyễn Lãm Thắng Lam Thuỵ
Hai đứa buồn cũng thế phải không anh?,"""Hai đứa buồn cũng thế... phải không anh?""
Em giấu mặt quay lưng về phía khác
Giọt nắng mong manh cuối ngày đi lạc
Nụ hôn ngỡ ngàng rớt tuột phía sau lưng

Tiếng thở dài chạm khẽ nhịp tim run
Và hai đứa không dám nhìn nhau nữa!
Anh tung vội bóng mình qua bậu cửa
Gió toát mồ hôi lấm tấm lưng gầy

Trái đất như chừng chết lặng không quay
Bước chân khựng khờ quăng vào hẽm vắng
Nước mắt mùa thu chạm bờ môi đắng
Bất chợt anh mang hồn người điên

Căn phòng bây giờ khép đôi mắt em
Anh vẫn biết em cũng buồn vô hạn
Đã trót yêu nhau trong vòng tay mê đắm
Sao thuyền tình chìm đắm giữa đam mê?

Ngày mới yêu nhau không dám hẹn câu thề
Vì hạnh phúc ươm mầm từ đau khổ
Vẫn biết cuộc tình mang gam màu dang dở
Mà vẫn yêu nhau... cũng nợ cũng duyên

Và sẽ không bao giờ anh quên được em
Dẫu ngày tháng xén đời ta ngắn lại
Nhưng anh tin em về đi bên ấy
Hoa hồng xanh thơm ngát mộng xuân hồng.",Chạp qua sông vắng,https://www.thivien.net/Nguy%E1%BB%85n-L%C3%A3m-Th%E1%BA%AFng/Hai-%C4%91%E1%BB%A9a-bu%E1%BB%93n-c%C5%A9ng-th%E1%BA%BF-ph%E1%BA%A3i-kh%C3%B4ng-anh/poem-bMdYtAKowFKKwLg7cxp0yQ,Nguyễn Lãm Thắng Lam Thuỵ
Hiểu dùm anh,"Em trách anh hờ hững
Em bảo anh vô tình
Trái tim anh – đá cứng
Tình mình – cõi lặng thinh

Thì em, em hãy hiểu
Có nỗi khổ nào hơn
Đời nghèo bao túng thiếu
Lo lắng trong tủi hờn

Thương mẹ đôi vai gầy
Gánh tủi đời nặng nhọc
Thương cha đêm trằn trọc
Có giấc ngủ nào khuây?

Còn anh thả đời trai
Đua bơi cùng mưa nắng
Đôi vai tình mang nặng
Anh đi tìm tương lai

Hiểu dùm anh, em nhé!
Là hẹn buổi xa xôi
Khi bình minh rạng hé
Tình mình cũng đẹp thôi!",Chạp qua sông vắng,https://www.thivien.net/Nguy%E1%BB%85n-L%C3%A3m-Th%E1%BA%AFng/Hi%E1%BB%83u-d%C3%B9m-anh/poem-qY6gu9jQKJJy5ks9fyKrgQ,Nguyễn Lãm Thắng Lam Thuỵ
Lời cuối cùng cho một tình yêu,"Từng ngày qua... tôi đang lắng nghe
vườn xưa vẫn bốn mùa thay lá
em đến từ nghìn xưa rồi em đi trong chiều... mưa mùa hạ
giấc mưa hồng ru cỏ xót xa đưa.

Trong nỗi đau tình cờ... tình nhớ dáng diễm xưa
phút ngẫu nhiên... đêm thấy ta là thác đổ
nắng thủy tinh chừ vàng phai trước ngõ
cho hoa vàng mấy độ cũng phôi pha.

Cúi xuống thật gần nghe cát bụi tình xa
tự tình khúc... gần như niềm tuyệt vọng
lời buồn thánh... như tiếng thở dài trong mộng
giọt lệ thiên thu có còn thấy mặt người?

Vết lăn trầm rồi cũng sẽ chìm trôi
những con mắt trần gian níu tay nghìn trùng biển nhớ
em còn nhớ hay em đã quên buổi ra đồng giữa ngọ
môi hồng đào trót để gió cuốn đi.

Xa dấu mặt trời cho lệ đẫm ướt mi
chiếc lá thu phai rớt bên đời hiu quạnh
xin trả nợ người bằng đóa hoa vô thường ngắt lạnh
dấu chân địa đàng chợt nghe những tàn phai.

Lặng lẽ nơi này vọng tình khúc Ơ - Bai
nhìn những mùa thu đi... người về bỗng nhớ
một cõi đi về - một lần thoáng có
ru ta ngậm ngùi... con sóng về đâu?

Rồi như đá ngây ngô trong cõi tình sầu
như cánh vạc bay, như lời chia tay đầu mùa hạ trắng
còn tuổi nào cho em... rừng xưa đã khép lặng
còn có bao ngày... ở trọ chốn trần gian?",Chạp qua sông vắng,https://www.thivien.net/Nguy%E1%BB%85n-L%C3%A3m-Th%E1%BA%AFng/L%E1%BB%9Di-cu%E1%BB%91i-c%C3%B9ng-cho-m%E1%BB%99t-t%C3%ACnh-y%C3%AAu/poem-5vitzXYPNzMkB70QjT3O4g,Nguyễn Lãm Thắng Lam Thuỵ
Lụt nguồn đất bỏ làng đi,"Cái đêm đất bỏ làng đi
Dòng sông gánh phiến lầm lì trôi xuôi
Về đâu? hồn đất ngậm ngùi?
Xa bờ tre, để bồi hồi phù sa

Tan làm trăm mảnh xót xa
Đất làng đau đáu ruột da phận mình
Lụt chi cái lụt vô tình
Cuốn trôi cả nỗi lặng thinh muôn đời

... Đất tan thành bọt mù khơi
Có nghe mưa trút đổ nơi đầu nguồn ?...",Chạp qua sông vắng,https://www.thivien.net/Nguy%E1%BB%85n-L%C3%A3m-Th%E1%BA%AFng/L%E1%BB%A5t-ngu%E1%BB%93n-%C4%91%E1%BA%A5t-b%E1%BB%8F-l%C3%A0ng-%C4%91i/poem-Bj98AorfQwF88Io2WH6TGA,Nguyễn Lãm Thắng Lam Thuỵ
Màu quê,"Chân đạp gai tre dẫm bãi bùn nâu
Tuổi thơ vít đuôi trâu đu cành ổi sẻ
Ụ rơm vàng gốc chuối
Mẹ về áo lẫn màu dâu

Quê cha mòn dốc chiêm bao
Vai sờn gánh than gánh củi
Chín tháng bụng bầu lui hui lúi húi
Hết ruộng nương lại mò ốc bàu Quyền

Ông mất từ năm kháng chiến
Bà xa từ độ Bảy Lăm
Nuôi tuổi thơ lớn lên bằng mấy trăng rằm
Từ hôm cái nhìn bẽn lẽn

Vết chân trần đọ vết chân trâu
Tay nghèo siêng năng mót lúa
Mắt ai nhìn cho mắt ngó đâu đâu
Rồi yêu nhau quá nửa

Rồi không lấy được nhau
Rồi nhìn nhau qua cửa
Bờ tre lét két sống lưng
Người dưng ngoái nhìn người dưng
Con trâu quăng đuôi đập muỗi
Hò khoan thả cọng rơm khô...",Chạp qua sông vắng,https://www.thivien.net/Nguy%E1%BB%85n-L%C3%A3m-Th%E1%BA%AFng/M%C3%A0u-qu%C3%AA/poem-IwRC9-HAfWs9ZsmhmpJZpA,Nguyễn Lãm Thắng Lam Thuỵ
Mời bạn,"(tặng Nguyễn Đình Hải)

Đây chén rượu mời tri âm uống cạn
Cho quên sầu, quên khổ để mà vui
Ta quen thói bốn phương là bè bạn
Nên ta say để mua vạn tiếng cười.

Bạn đã có những tháng ngày tủi nhục
Bụi cuộc đời hoen mắt lệ khuya xanh
Ta cũng có một khoảng đời cơ cực
Bỏ quê hương mà nuôi chí tung hoành

Bạn đã có một thời yêu vụng dại
Một đêm dài đốt vạn ý thơ đau
Ta cũng có mấy cuộc tình thất bại
Suốt một đời thơ nói hộ vài câu

Bạn đã sống ở trong lòng phố lớn
Những con đường quen thuộc chửa từng qua
Ta từng sống giữa chợ đời hỗn độn
Lối đi về lạnh lẽo bãi tha ma

Bạn đã có những nỗi buồn nho nhỏ
Để mắt buồn phủ lấp cả hoàng hôn
Ta cũng có phút ưu tư như gió
Mà rợn người khi gió hoá bão giông

Bạn cũng có những niềm vui nho nhỏ
Để miệng cười gieo khúc hát vu vơ
Ta cũng có những lời vui bày tỏ
Luôn hồn nhiên như một gã khờ

Đây chén rượu mời nhau xin cạn nhé
Đêm đã tàn và ngày mới dần sang
Cười hay khóc vẫn chung nhau giọt lệ
Hiểu nhau rồi ta cứ sống lạc quan.",Chạp qua sông vắng,https://www.thivien.net/Nguy%E1%BB%85n-L%C3%A3m-Th%E1%BA%AFng/M%E1%BB%9Di-b%E1%BA%A1n/poem-h_MV3KzhGPtSx2Mpcyz-GQ,Nguyễn Lãm Thắng Lam Thuỵ
Mùa đông qua rồi,"Đã qua rồi mùa đông trong anh
cái mùa đông tưởng như là vĩnh viễn
cái mùa đông sũng buồn trong mắt kiến
của rét chiêm bao của gió bão vô tình

Đã qua rồi mùa đông không xanh
rừng đã vươn vai giã từ lá úa
ruộng đã ban mai hát lời của lúa
chim thở bình minh ủ nắng trên cành

Đã qua rồi mùa đông mong manh
môi ghé môi thơm ngọt mềm trăng mật
bàn chân nhỏ hát lời của đất
gót yêu đương rối rít song hành

Đã qua rồi mùa đông trong anh
em đã đến ơi mùa xuân diễm tuyệt!
ngày chân thật và đêm tha thiết
giã mùa đông nghe hạnh phúc rót môi cười.",Chạp qua sông vắng,https://www.thivien.net/Nguy%E1%BB%85n-L%C3%A3m-Th%E1%BA%AFng/M%C3%B9a-%C4%91%C3%B4ng-qua-r%E1%BB%93i/poem-q9ZCvz2oQP0K8lGmCVHYpA,Nguyễn Lãm Thắng Lam Thuỵ
Mùa nước nổi,"Giọt nước mắt bết bùn non tuổi dại
Nước mênh mông cái đói giạt bềnh bồng
Bão đã giết bao ngôi nhà ủ dột
Đồng lúa xanh chết đuối bửa lên đòng

Gió gào thét hay tiếng người khản giọng
Khóc người đi, nước cuốn buổi chiều qua
Đứa trẻ bệnh mềm xìu trên tay cóng
Miếng mì tôm bà đút chỉ nhai khô

Thân ướt đẫm giữa màn trời chiếu đất
Ơi miếng cơm, manh áo, mái nhà đâu?
Lũ đã cướp bao nhiêu là nước mắt
Nên mênh mông nước vẫn cuộn đục ngầu

Đã xa xót khúc miền Trung não nuột
Cửu Long ơi! đau đáu ruột đồng bằng
Mắt ngơ ngác bốn bề mong nước rút
Mà sao trời mưa vẫn trút cho đang?!...",Chạp qua sông vắng,https://www.thivien.net/Nguy%E1%BB%85n-L%C3%A3m-Th%E1%BA%AFng/M%C3%B9a-n%C6%B0%E1%BB%9Bc-n%E1%BB%95i/poem-CTofSoEq_RJHcQvrMgrZHA,Nguyễn Lãm Thắng Lam Thuỵ
Ngày mùa,"Mùa vàng đến bằng tín hiệu nụ cười răng đen mẹ tôi
Đôi tay que củi ôm lúa như ôm con trẻ
Bắp chân sần sùi gân xanh quánh cục
như trùn phải kiến lấm láp bùn nâu
Mê nón che không hết mặt trời nắng xé

Cánh đồng ắp gió đùn lên tiếng ếch nhái mở hội mưa rào
Những ụ rơm lưng gù như người già phải rét
Khói bạc sợi trên đầu
Đòn gánh reo trên vai kót két

Có cụ bà bước sang tuổi tám mươi
Miệng nhai trầu bõm bẻm
Còng lưng nhặt hạt bụi đời
Mồ hôi trán già rìn rịn

Con trâu ăn cỏ
Trẻ nhỏ thả diều
Cánh đồng như bàn tay khổng lồ dọc ngang những chỉ
Những chỉ tay dự đoán phận người
No và đói

Ngày mùa ngát nồi cơm mới
Muối lạc rang thơm lừng
Nụ cười hình như cũng mới
Mồ hôi trong mắt rưng rưng...",Chạp qua sông vắng,https://www.thivien.net/Nguy%E1%BB%85n-L%C3%A3m-Th%E1%BA%AFng/Ng%C3%A0y-m%C3%B9a/poem-G4HiqsnZJ2hT84NXREQiBw,Nguyễn Lãm Thắng Lam Thuỵ
Nhớ con,"(Cho con Nguyễn Trần Nhật Quang)

Chiều nay ngang trường Mầm non
Ba thấy người ta đón trẻ
Lòng buồn, vì ba nhớ con
Hỏi thầm ai đón con nhỉ?

Giờ này mẹ chưa tan ca
Ba xa hàng trăm cây số
Chắc là đã có ông bà
Đón con về nhà rồi đó

Sáng nay đài báo Huế mưa
Trời rét dưới hai mươi độ
Ba thương biết mấy cho vừa
Con có choàng khăn kín cổ?

Mẹ bảo hôm qua con cảm
Nửa đêm con ho rất nhiều
Nhưng vì ông bà đều bận
Con phải đi học cho đều

Ba đứng trước ngôi trường lạ
Không phải Anh Đào của con
Các bạn tan trường vui quá!
Nhớ con nên ba buồn hơn

Mai mốt hoàn thành công tác
Ba sẽ trở về với con
Ở nhà chăm ngoan con nhé!
Mới xứng đáng là trò ngoan.",Chạp qua sông vắng,https://www.thivien.net/Nguy%E1%BB%85n-L%C3%A3m-Th%E1%BA%AFng/Nh%E1%BB%9B-con/poem--BQ7p2ouLFWuYJzVmUBnXQ,Nguyễn Lãm Thắng Lam Thuỵ
Ổ khoá thời gian,"Tôi bắt gặp trên thân cây đại thụ
Chiếc ổ khóa đã thâm màu thời gian
Chiếc ổ khóa đã bị cây xâm thực
Lỗ khóa lim dim như con mắt ngủ muộn màng

Không biết đã bao năm người phu bảo vệ
Đã về hưu chưa hay vẫn còn đây
Chắc ông không bao giờ để ý
Chiếc ổ khóa tù đày mắc giữa thân cây

Vẫn biết không ai còn nhớ nữa
Nhưng lòng đau, ổ mãi nhớ chìa xưa
Chìa lưu lạc nơi đâu hay đã chết?
Ổ khoá lặng câm nghe mưa nắng lọc lừa

Xưa ổ khoá giúp người phu bảo vệ
Khoá cửa nhà xe gắn với thân cây
Rồi ai biết cây là người khoá ổ
Thật lạ kỳ! chính cây cũng không hay.",Chạp qua sông vắng,https://www.thivien.net/Nguy%E1%BB%85n-L%C3%A3m-Th%E1%BA%AFng/%E1%BB%94-kho%C3%A1-th%E1%BB%9Di-gian/poem-l6Dw4u9qzqqq7Zk8tupmkQ,Nguyễn Lãm Thắng Lam Thuỵ
Ray rứt Tuy Hoà,"Vui chưa trọn một ngày nghe nước mắt rưng rưng
Tình đã hoàng hôn nhập nhoè bóng tháp
Núi Nhạn chơ vơ nắng chiều thoi thóp
Em cầm câu thơ ngộp thở hôn hoàng

Vui chưa trọn một ngày đã nần nợ gót lang thang
Một hạt cát làm xướt lòng biển cả
Khuya ngút ngàn trăng chạm bờ môi lạ
Anh mộng du hai phía vô cùng

Vui chưa trọn một ngày tình chửa kịp hình dung
Không kịp nói một câu... để vầng trăng khô lạnh
Trăm cuộc gọi rục trên bờ lãnh cảm
Tình lăn theo từng cánh rụng Hồng Hoa

Anh tội tù với ray rứt sông Ba
Ngày đã hết, đêm đã tràn phố thị
Tình nghiêng gót cho trăng tròn nếp nghĩ
Dẫu phương nào trăng vẫn sáng đêm nay

Vui chưa trọn một ngày  sao vội vã chia tay
Em lẳng lặng bước đi, anh ngập ngừng không ở lại
Thơ em viết tặng anh đã thay lời em nói
Để ngày mai anh mãi nợ Tuy Hòa",Chạp qua sông vắng,https://www.thivien.net/Nguy%E1%BB%85n-L%C3%A3m-Th%E1%BA%AFng/Ray-r%E1%BB%A9t-Tuy-Ho%C3%A0/poem-akQfurOSvNpLyVDrPqIS9w,Nguyễn Lãm Thắng Lam Thuỵ
Rượu ơi!,"Lè nhè ta gọi rượu ơi!
Rượu từ thiên cổ rong chơi đến giờ
Bềnh bồng cõi thực cõi mơ
Rượu là khôn… ủ men khờ dại thôi

Mưa bao năm rách mặt trời
Đêm nay nấp dưới cuộc chơi bạn bè
Rượu ngang ngõ phố nhớ quê
Nóng ran mặt đất, u mê mặt người

Choàng vai em, gọi rượu ơi!
Toòng ten sợi khói sặm môi cuộc tình
Mắt em đốt cháy khuya xanh
Hồng hoang thắp lửa trên nhành tóc khô

Bước ngang khu vực đèn mờ
Nghe xênh xang một ý thơ cà tàng
Thà đừng gặp gỡ cho đang
Úi trời ơi! Rượu đã tràn rượu ơi!",Chạp qua sông vắng,https://www.thivien.net/Nguy%E1%BB%85n-L%C3%A3m-Th%E1%BA%AFng/R%C6%B0%E1%BB%A3u-%C6%A1i/poem-UIkkZ2TJbKIAcw9lS0y0_Q,Nguyễn Lãm Thắng Lam Thuỵ
Rượu trăng,"Gió nẩy môi run
suối vờn nhạc điệu
róc rách thiên thai
rạt rào bồng đảo
men tiêu dao vi vút lộng triêu sơn
khói ấm lan lan
giọt đàn réo rắt
biển giục giục âm ba
cát nghiến mình lấp lánh
hương thoảng mơn mơn
lá cào giọng thở
thơ ngóc đầu ngậm sương
mắt xoáy miền ốc đảo
trăng khiết tinh
trùng trùng say lảo đảo
mộng đêm hoang
rượu hoá máu cuồng điên
ưỡn ngực đa đoan
bày mông thế thái
chén quỳnh tương lắm lúc cũng phù vân.",Chạp qua sông vắng,https://www.thivien.net/Nguy%E1%BB%85n-L%C3%A3m-Th%E1%BA%AFng/R%C6%B0%E1%BB%A3u-tr%C4%83ng/poem-zs7EMQAavmBsRUjJ2ZXSgQ,Nguyễn Lãm Thắng Lam Thuỵ
"Sáng, đi bộ, nghe quạ kêu","Sải chân đuổi ngọn gió đồng
Loanh quanh cổ tự, lòng vòng nghĩa trang
Mộ bia lớp lớp hàng hàng
Đọc, không thèm nhớ, lại càng nhớ lâu

Người chôn trước, kẻ chôn sau
Ma nghèo nấm nhỏ, ma giàu lăng to
Ở đời, còn sống, còn lo
Hỏi ai đã chết, giả đò sống không?

Sáng, đi bộ, thẳng rồi cong
Con đường phía trước, nỗi lòng phía sau
Quạ kêu hỗn độn trên đầu
Tiếng chuông chùa điểm trên lầu trắng sương",Chạp qua sông vắng,https://www.thivien.net/Nguy%E1%BB%85n-L%C3%A3m-Th%E1%BA%AFng/S%C3%A1ng-%C4%91i-b%E1%BB%99-nghe-qu%E1%BA%A1-k%C3%AAu/poem-5a7y_leX928sgnXiH50Eag,Nguyễn Lãm Thắng Lam Thuỵ
So sánh Huế,"Không có rượu nào sánh được trăng đâu
Đừng nên nghĩ sẽ một ngày xa Huế
Sẽ không ai đồng cảm với nỗi buồn cỏ lau
Khi thành quách mọc thêm tuổi mình hoang phế

Không có tứ thơ nào sánh được sông đâu
Đừng nên nghĩ sẽ có một ngày xa chiếc cầu cong nhịp
Sẽ không được ví lòng mình như bến Văn Lâu
Dẫu con sông chậm trôi nhưng tình theo không kịp

Không có nỗi buồn nào sánh được mưa đâu
Đừng nên nghĩ sẽ có một ngày xa mùa đông lẻ
Sẽ không hiểu được lòng mình trong những đêm thâu
Khi cái lạnh biết lên ngôi ngạo nghễ

Và không có tình yêu nào sánh được em đâu
Đừng nên nghĩ sẽ có một ngày xa tà áo dài lướt nhẹ
Sẽ không nghe tim mình gõ nhịp ban đầu
Khi chiếc nón bài thơ nghiêng nụ cười rất Huế.",Chạp qua sông vắng,https://www.thivien.net/Nguy%E1%BB%85n-L%C3%A3m-Th%E1%BA%AFng/So-s%C3%A1nh-Hu%E1%BA%BF/poem-I95GCN89cHsynoxkrEQQ9w,Nguyễn Lãm Thắng Lam Thuỵ
Sông mưa,"Mưa nghiêng trắng cả đôi bờ
Đưa người đi, gió hững hờ qua sông
Mênh mông, một dải mênh mông
Trời nghiêng sông rộng mà đong giọt buồn

Đưa tay vuốt trận mưa tuôn
Lòng bâng khuâng tự ngọn nguồn nhớ thương
Mưa như em, ác khôn lường
Cho tình tôi cuộn dòng tương đỏ ngầu

Cơn mưa cõng mộng qua cầu
Bỏ tôi lại với tình đầu lãng quên…",Chạp qua sông vắng,https://www.thivien.net/Nguy%E1%BB%85n-L%C3%A3m-Th%E1%BA%AFng/S%C3%B4ng-m%C6%B0a/poem-xXaMvx8vpjhRLuiAWZKZIA,Nguyễn Lãm Thắng Lam Thuỵ
Sương khói Buôn Ma,"Em khói sương huyền ảo
Chiều tay gió đầy hương
Ngơ ngẩn hồn ngây dại
Ta về trong nắng vương

Phố chiều nghiêng vòng tay
Ngập ngừng tung bụi đỏ
Tình em lẩy chân ngày
Mũi tên găm nỗi nhớ

Em Buôn Ma xa xôi
Cà phê lên men đắng
Chàm chạm một làn môi
Mới hay tình mưa nắng

Em Buôn Ma cồng chiêng
Ngọn lửa hồng cháy mãi
Em không biết muộn phiền
Hồn nhiên trong điệu nhảy

Buôn Ma ơi! Buôn Ma
Mai ta về... xa ngái
Đêm thắp nhiều sao hoa
Mong một ngày trở lại...",Chạp qua sông vắng,https://www.thivien.net/Nguy%E1%BB%85n-L%C3%A3m-Th%E1%BA%AFng/S%C6%B0%C6%A1ng-kh%C3%B3i-Bu%C3%B4n-Ma/poem-IJ5esOQuVenOQjcef_pW5A,Nguyễn Lãm Thắng Lam Thuỵ
Tàu chợ,"Bán mua giành giật chợ tàu
tiếng còi khét lẹt tiếng rao mời hàng
cháo, cơm, bánh, trái ngổn ngang
đàn ca, sáo thổi... cơ hàn gọi nhau

Người mớ ngủ, kẻ nghiêng đầu
môi phun khói thuốc, tay hầu rượu bia
lắc lư chiếc võng đi - về
vẫn ga, vẫn phố, vẫn quê, vẫn người

Khi thì ồn ả nói cười
lúc thì rấn ráo lắm lời chưởi nhau
sang hèn chung một chuyến tàu
cái quen thuộc ấy xưa sau lạ gì?

Sáng quay đi, tối quay về
ứ ư tàu chợ nằm nghe kiếp người.",Chạp qua sông vắng,https://www.thivien.net/Nguy%E1%BB%85n-L%C3%A3m-Th%E1%BA%AFng/T%C3%A0u-ch%E1%BB%A3/poem-rfii8E6JV8I2B1FjOdVjKw,Nguyễn Lãm Thắng Lam Thuỵ
Tắt đường,"Như dòng sông trên cạn
Nhiều ngã rẽ dọc ngang
Dòng người trôi hỗn loạn
Còi lớn bé oang oang
 
Cái thời kinh tế mở
Xe nhỏ vây xe to
Thương cho người cuốc bộ
Như một kẻ luỵ đò
 
Chú mô tô rồ máy
Phụt khói nẹt ống pô
Lùa nhau theo dòng chảy
Miệng quát bác xe thồ
 
Đám học trò trễ học
Anh thợ muộn giao ca
Mớ rau nằm lăn lóc
Chiếc gióng níu vai già
 
Đường phố nhiều lối rẽ
Thân phận mỗi chân người
Giàu nghèo chung một lối
Cứ thế mà trôi xuôi...",Chạp qua sông vắng,https://www.thivien.net/Nguy%E1%BB%85n-L%C3%A3m-Th%E1%BA%AFng/T%E1%BA%AFt-%C4%91%C6%B0%E1%BB%9Dng/poem-PaV_6Pusa4hHR7UYE5hGQg,Nguyễn Lãm Thắng Lam Thuỵ
Theo em về hội làng Sình,"Anh có nghe lòng mình như sóng nước Hương giang?
anh có thấy con tim căng đầy nhịp trống?
và có biết nghìn con gió lộng?
thổi từ ngàn xưa phấp phới dậy màu cờ?

Hội vật làng Sình vạm vỡ đám trai tơ
buộc mùa xuân bằng đai xanh đai đỏ
tiếng hò thét say tinh thần thượng võ
làng ơi làng! hoành tráng quá đi thôi!

Nụ cười làng rạng rỡ nắng tinh khôi
niềm vui lớn như bão gào trong ngực
đôi mắt già rưng rưng hồn dân tộc
trái tim thơ nhảy cẫng một thiên đường...

- Anh theo em về với lễ hội quê thương
tim khao khát như muốn vào hội vật
anh hiểu rồi, thế nào là hạnh phúc
và vinh quang là thử thách phải không em?",Chạp qua sông vắng,https://www.thivien.net/Nguy%E1%BB%85n-L%C3%A3m-Th%E1%BA%AFng/Theo-em-v%E1%BB%81-h%E1%BB%99i-l%C3%A0ng-S%C3%ACnh/poem-Jr60mWoX_loyupOsEPAxOw,Nguyễn Lãm Thắng Lam Thuỵ
Thơ viết trong ngày sinh nhật học trò,"(Riêng tặng Phan Danh Hiếu)

Tôi mừng cho em thêm một tuổi
Để ngày mai ngắn bớt chút đoạn trường
Để thức dậy thấy không còn nông nổi
Để nụ cười ngan ngát nhuỵ yêu thương

Em đã buộc trên vai cọng rơm cuống rạ
Từng cơn đau bại liệt của cha già
Em từng viết  những câu thơ mang hình hài thánh giá
Những mối tình non dại thủa quê “choa”

Em từng hát ca trù, em từng ru vọng cổ
Điệu dân ca luyến láy giọng ba miền
Em thắp cuộc vui bằng từng hơi thở
Nên lửa chân tình vẫn cháy triền miên

Em từng uống, từng say, từng quấy phá
Từng khát trong yêu, từng khóc trong men
Thơ em viết sặc mùi thuốc lá
Có những câu buồn nghiện ngập hom hem!

May mà có những bạn bè đồng cảm
Để hiểu em hơn trong những cuộc say
Tôi vẫn biết cả đời cho thơ thẩn
Chỉ mong thơ mình sống được một câu hay!

Đôi lúc nghĩ khó thoát vòng cơm áo
Nên câu thơ cũng đau thắt dạ dày
Tôi chỉ chúc cho em ngày mai hoàn hảo
Tình và thơ và rượu cứ vơi đầy

Ngày mai em sẽ  về sông Phố
Tôi ơ hờ nhịp thở sông Hương
Sinh nhật em của những năm sau nữa
Có đôi khi em uống cạn vô thường…",Chạp qua sông vắng,https://www.thivien.net/Nguy%E1%BB%85n-L%C3%A3m-Th%E1%BA%AFng/Th%C6%A1-vi%E1%BA%BFt-trong-ng%C3%A0y-sinh-nh%E1%BA%ADt-h%E1%BB%8Dc-tr%C3%B2/poem-HGmQq9cQNbKwI49LbdWTRA,Nguyễn Lãm Thắng Lam Thuỵ
